id,sequence,year,type,social_event,title,date,time,organization,subject1,subject2,keywords
A095A,192,2008,Allied Organization,,Explaining the Literary Today: Memorial Session in Honor of Ralph W. Rader,28-DEC-08,8:30+9:45 a.m.,International Society for the Study of Narrative,General Literature,Literary Criticism and Theory,
D036B,427,2008,Division,,From Philology to Literary Linguistics: Challenges,28-DEC-08,7:15+8:30 p.m.,Linguistic Approaches to Literature,Linguistics,General,
D007A,567,2008,Division,,Ethnic Studies: New Directions,29-DEC-08,1:45+3:00 p.m.,Ethnic Studies in Language and Literature,American Literature,General,
D082A,781,2008,Division,,Green Asian America,30-DEC-08,10:15+11:30 a.m.,Asian American Literature,American Literature,General/Asian,
D035B,473,2008,Division,,Kinship and After,29-DEC-08,10:15+11:30 a.m.,Anthropological Approaches to Literature,General Literature,"Themes, Myths, and Archetypes",
D007B,179,2008,Division,,Ethnic Middlebrow Fiction,28-DEC-08,8:30+9:45 a.m.,Ethnic Studies in Language and Literature,American Literature,General,
D051C,734,2008,Division,,The Hundred Years War Literature: Making and Breaking Boundaries,30-DEC-08,8:30+9:45 a.m.,French Medieval Language and Literature,French Literature,Medieval and Renaissance,
D054D,248,2008,Division,,Literary Economies,28-DEC-08,12:00 noon+1:15 p.m.,Eighteenth-Century French Literature,French Literature,Eighteenth and Nineteenth Centuries,
D011B,520,2008,Division,,Roundtable on Electronic Editions and Archives of Poetry,29-DEC-08,12:00 noon+1:15 p.m.,Poetry,General Literature,Poetry,
D029C,338,2008,Division,,The Romantic Event,28-DEC-08,3:30+4:45 p.m.,the English Romantic Period,British Literature,Nineteenth Century/Romantics,
D024D,105,2008,Division,,Martyrdom in the English Renaissance,27-DEC-08,7:00+8:15 p.m.,"Literature of the English Renaissance, Excluding Shakespeare",British Literature,Renaissance and Elizabethan,
D084C,711,2008,Division,,_Latinidades_ and Racial Identity,29-DEC-08,9:00+10:15 p.m.,Chicana and Chicano Literature,American Literature,General/Hispanic and Chicano,
D025C,247,2008,Division,,Public Shakespeares,28-DEC-08,12:00 noon+1:15 p.m.,Shakespeare,British Literature,Shakespeare,
D078C,566,2008,Division,,Engaging the Senses in Colonial Latin American Literature,29-DEC-08,1:45+3:00 p.m.,,,,
D072A,205,2008,Division,,Thinking with Ecology,28-DEC-08,10:15+11:30 a.m.,Literature and Science,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
D007C,786,2008,Division,,The Challenges of Inter- and  Multidisciplinarity,29-DEC-08,9:00+10:15 p.m.,Ethnic Studies in Language and Literature,American Literature,General,
D072B,178,2008,Division,,"Beyond ""Representation"": New Work in Literature and Science",28-DEC-08,8:30+9:45 a.m.,Literature and Science,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
C059,,2008,Cash Bar,Y,"Cash Bar Arranged by the Department of English, Penn State University",29-DEC-08,5:15+6:30 p.m.,,,,
S106,449,2008,Special Session,,Teaching Our Research,29-DEC-08,8:30+9:45 a.m.,,,,
S109,565,2008,Special Session,,"""Postsecular Europe?"": Religion and Spirituality in Contemporary Fiction and Film",29-DEC-08,1:45+3:00 p.m.,,,,
S187,625,2008,Special Session,,The Transnational Imaginary in Chicana and Latina Narratives:  Moving toward Global Alliances,29-DEC-08,3:30+4:45 p.m.,,,,
S158,419,2008,Special Session,,"Between ""Home"" and ""Host"": Iranian Diaspora Literature and Its Many Modes of Representation",28-DEC-08,7:15+8:30 p.m.,,,,
S143,624,2008,Special Session,,"Performing Words: The Adaptation, Transformation, and Performance of a Literary Work on Stage",29-DEC-08,3:30+4:45 p.m.,,,,
S190,143,2008,Special Session,,"Secular Feelings, Religious Feelings",27-DEC-08,8:45+10:00 p.m.,,,,
S161,519,2008,Special Session,,"A Singular Postmodernity? The Logic of ""Between-ness"" in the Contemporary Arts",29-DEC-08,12:00 noon+1:15 p.m.,,,,
S154,669,2008,Special Session,,"Ecocriticism, Evolution, and Cognition",29-DEC-08,7:15+8:30 p.m.,,,,
S169,564,2008,Special Session,,Robots and the History of the Future,29-DEC-08,1:45+3:00 p.m.,,,,
S173,518,2008,Special Session,,School Culture and Minority Discourses,29-DEC-08,12:00 noon+1:15 p.m.,,,,
S163,238,2008,Special Session,,Transmitting Public Feelings: Collective Emotion in Cultural Criticism,28-DEC-08,10:15+11:30 a.m.,,,,
D014C,398,2008,Division,,Religion Today,28-DEC-08,7:15+8:30 p.m.,Literary Criticism,General Literature,Literary Criticism and Theory,
D064B,477,2008,Division,,"Exhibitionism, Spectacle, and Visual Culture",29-DEC-08,10:15+11:30 a.m.,,,,
A096B,51,2008,Allied Organization,,"Psychoanalysis, Segregation, and the Sign",27-DEC-08,5:15+6:30 p.m.,Society for the Study of Southern Literature,American Literature,Twentieth Century,
M038A,1,2008,MLA Organization,,Evaluating Digital Work for Tenure and Promotion: A Workshop for Evaluators and Candidates,27-DEC-08,2:00+5:00 p.m.,Ad Hoc Committee on the Structure of the Annual Convention,The Profession,General,
M022A,224,2008,MLA Organization,,Methodologies for Literary Studies in the Digital Age,28-DEC-08,10:15+11:30 a.m.,Committee on Information Technology,General Literature,"Electronic Technology (Teaching, Research, and Theory)",
D015C,191,2008,Division,,Representations of Power in African Literature,28-DEC-08,8:30+9:45 a.m.,,,,
D031A,615,2008,Division,,Aesthetic Mobility,29-DEC-08,3:30+4:45 p.m.,Late-Nineteenth- and Early-Twentieth-Century English Literature,British Literature,General,
D080A,703,2008,Division,,The Bay Area as a Site of Resistance in Native American Literature,29-DEC-08,9:00+10:15 p.m.,American Indian Literatures,American Literature,General/Indian,
B003A,266,2008,Affliate Organization,,A Delicate Balance: Teaching and Scholarship in the Community College,28-DEC-08,12:00 noon+1:15 p.m.,Community College Humanities Association,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
D011C,406,2008,Division,,Poetry and Pedagogy: A Panel and Plenary Discussion,28-DEC-08,7:15+8:30 p.m.,Poetry,General Literature,Poetry,
D044A,590,2008,Division,,Applied Linguistics and Teaching-Assistant Development,29-DEC-08,1:45+3:00 p.m.,Applied Linguistics,Linguistics,General,
D081A,761,2008,Division,,Reintegrating Civic Literacy and Political Rhetoric in the Humanities Curriculum,30-DEC-08,10:15+11:30 a.m.,the History and Theory of Rhetoric and Composition,General Literature,Rhetoric and Rhetorical Theory,
D049B,614,2008,Division,,Technology and Composition: Implications for the Profession,29-DEC-08,3:30+4:45 p.m.,the Teaching of Writing,The Teaching of Language and Literature,English and American/Writing,
D049A,405,2008,Division,,Multimodal Literacies: A Pedagogical Imperative?,28-DEC-08,7:15+8:30 p.m.,the Teaching of Writing,The Teaching of Language and Literature,English and American/Writing,
D013A,548,2008,Division,,Reality TV and the Economics of Entertainment,29-DEC-08,12:00 noon+1:15 p.m.,Popular Culture,General Literature,"Cultural Studies, Folklore, and Popular Culture",
D016A,458,2008,Division,,Textual Conditions in Premodern East Asia,29-DEC-08,8:30+9:45 a.m.,,,,
D043A,613,2008,Division,,Core Issues in Language Theory,29-DEC-08,3:30+4:45 p.m.,Language Theory,Linguistics,General,
C057,648,2008,Cash Bar,Y,"Cash Bar Arranged by the University of North Carolina, Chapel Hill+Duke University Graduate Program in German Studies",29-DEC-08,5:15+6:30 p.m.,,,,
D050C,612,2008,Division,,The Accountable Professor,29-DEC-08,3:30+4:45 p.m.,Teaching as a Profession,The Teaching of Language and Literature,General,
G032,507,2008,Discussion Group,,(Not) Checking the Box: Opening Up Spaces through Discourse,29-DEC-08,10:15+11:30 a.m.,Present-Day English Language,Linguistics,English and American,
S066,115,2008,Special Session,,Teaching the University: A Roundtable,27-DEC-08,7:00+8:15 p.m.,,,,
S112,352,2008,Special Session,,"Modernism, Architecture, Space",28-DEC-08,3:30+4:45 p.m.,,,,
P001,,2008,Protection Record,,Presidential forum place restriction (F001),28-DEC-08,12:00 noon+1:15 p.m.,,,,
P002,,2008,Protection Record,,Forum space restriction (F002--Paley),28-DEC-08,3:30+4:45 p.m.,,,,
P003,,2008,Protection Record,,Forum space restriction (F003--Scholarly Editing),28-DEC-08,10:15+11:30 a.m.,,,,
P004,,2008,Protection Record,,Forum space restriction (F004--Mo Yan),28-DEC-08,5:15+6:30 p.m.,,,,
P005,,2008,Protection Record,,Workshop space restriction I (M038A--evaluation),27-DEC-08,3:30+4:45 p.m.,,,,
P006,,2008,Protection Record,,Workshop space restriction (TK--Graff),27-DEC-08,3:30+4:45 p.m.,,,,
D040B,611A,2009,Division,,Criticism in the Era of Crisis Capital,30-DEC-09,8:30+9:45 a.m.,Sociological Approaches to Literature,General Literature,Literary Criticism and Theory,
G004,147,2009,Discussion Group,,"""Complete"" Editing",28-DEC-09,10:15+11:30 a.m.,Bibliography and Textual Studies,The Profession,Research and Bibliography,
D067D,629,2009,Division,,_Queer Iberia_ at Ten,30-DEC-09,8:30+9:45 a.m.,"Medieval Hispanic Languages, Literatures, and Cultures",Spanish Literature,Medieval and Renaissance,
D060B,450,2009,Division,,German Transliteratures: New World Exchanges,29-DEC-09,12:00 noon+1:15 p.m.,Nineteenth- and Early-Twentieth-Century German Literature,German Literature,Nineteenth and Early Twentieth Centuries,
D074A,51,2009,Division,,Romance and Young-Adult Literature,27-DEC-09,5:15+6:30 p.m.,Children's Literature,General Literature,Children's Literature,
D063A,62,2009,Division,,Italian Theater between Text and Performance,27-DEC-09,5:15+6:30 p.m.,,,,
G047,148,2009,Discussion Group,,Migration and the Crisis of Loyalty,28-DEC-09,10:15+11:30 a.m.,,,,
G025,264,2009,Discussion Group,,Media Studies and the Digital Scholarly Present,28-DEC-09,1:45+3:00 p.m.,Media and Literature,General Literature,"Film, Television, and Other Media",
C010,312,2009,Cash Bar,Y,"Cash Bar Arranged by the Department of English, Rutgers University",28-DEC-09,5:15+6:30 p.m.,,,,
D083B,603,2009,Division,,"The Translated Modernities of East Asia:  The Politics of Translation in National, Intra-Asian, and International Perspectives",29-DEC-09,9:00+10:15 p.m.,,,,
M007B,25,2009,MLA Organization,,Transformative Texts: Books That Rocked the World,27-DEC-09,3:30+4:45 p.m.,Committee on the Literatures of People of Color in the United States and Canada,American Literature,General,
D005A,468,2009,Division,,Translating Bodies,29-DEC-09,1:45+3:00 p.m.,Comparative Studies in Eighteenth-Century Literature,Comparative Literature,Eighteenth and Nineteenth Centuries,
M026B,662,2009,MLA Organization,,Critical Reflections on World Literature,30-DEC-09,10:15+11:30 a.m.,Publications Committee,The Profession,Publishing and Editing,
D004A,348,2009,Division,,Self-Translation,28-DEC-09,7:15+8:30 p.m.,Comparative Studies in Twentieth-Century Literature,Comparative Literature,Twentieth Century,
D070A,661,2009,Division,,"Collioure, 1959: Comemoración y revisión",30-DEC-09,10:15+11:30 a.m.,Twentieth-Century Spanish Literature,Spanish Literature,Twentieth Century,
D014B,659,2009,Division,,"Culture, Theory, and the Collapse of Neoliberalism",30-DEC-09,10:15+11:30 a.m.,Literary Criticism,General Literature,Literary Criticism and Theory,
A002A,751,2009,Allied Organization,,Australian Narratives,30-DEC-09,1:45+3:00 p.m.,American Association of Australian Literary Studies,Other Literature in English,Australian,
D074B,349,2009,Division,,Screening Childhood,28-DEC-09,7:15+8:30 p.m.,Children's Literature,General Literature,Children's Literature,
D020B,73,2009,Division,,The Politics of Animal Representation,27-DEC-09,7:00+8:15 p.m.,Twentieth-Century American Literature,American Literature,Twentieth Century,
A050B,149,2009,Allied Organization,,Business Meeting and Presentation: Goethe Society of North America,28-DEC-09,10:15+11:30 a.m.,Goethe Society of North America,German Literature,Eighteenth and Early Nineteenth Centuries,
A092A,469,2009,Allied Organization,,Women in the Medieval Mediterranean World,29-DEC-09,1:45+3:00 p.m.,Society for Medieval Feminist Scholarship,Comparative Literature,Medieval and Renaissance,
A092B,711,2009,Allied Organization,,"Women's Textualities in the Late Middle Ages and Renaissance: Continuities, Controversies, Transformations",30-DEC-09,12:00 noon+1:15 p.m.,Society for Medieval Feminist Scholarship,Comparative Literature,Medieval and Renaissance,
A036D,752,2009,Allied Organization,,Conrad and the Uncanny,30-DEC-09,1:45+3:00 p.m.,Joseph Conrad Society of America,British Literature,Twentieth Century,
A096A,712,2009,Allied Organization,,Music and Writing in the United States South,30-DEC-09,12:00 noon+1:15 p.m.,Society for the Study of Southern Literature,American Literature,Twentieth Century,
D013A,571,2009,Division,,"Fame, Stardom, and Celebrity",29-DEC-09,7:15+8:30 p.m.,Popular Culture,General Literature,"Cultural Studies, Folklore, and Popular Culture",
A029A,270,2009,Allied Organization,,Byron and the Revolutionary Spirit,28-DEC-09,3:30+4:45 p.m.,Byron Society of America,British Literature,Nineteenth Century,
G007,266,2009,Discussion Group,,"Phallic Mothers, Raging Sons, Wounded Bodies: Bodies and Genders in Celtic Literature",28-DEC-09,3:30+4:45 p.m.,Celtic Languages and Literatures,Other Literature in English,Irish,
A111B,355,2009,Allied Organization,,Romanticism and the Antisocial,28-DEC-09,7:15+8:30 p.m.,,,,
D067C,548,2009,Division,Y,"Cash Bar Arranged by the Division on Medieval Hispanic Languages, Literatures, and Cultures",29-DEC-09,5:15+6:30 p.m.,"Medieval Hispanic Languages, Literatures, and Cultures",Spanish Literature,Medieval and Renaissance,
A110A,150,2009,Allied Organization,,Unboxing Modernism: Beyond the Divides,28-DEC-09,10:15+11:30 a.m.,,,,
A106A,376,2009,Allied Organization,,Transnational Feminisms,29-DEC-09,8:30+9:45 a.m.,Women's Caucus for the Modern Languages,The Profession,General/Feminist,
A111A,762,2009,Allied Organization,,Romantic Anticapitalism Revisited,30-DEC-09,1:45+3:00 p.m.,,,,
E001,316,2009,Special Event,,"A Creative Conversation with Liz Lochhead, Scottish Playwright, Translator, and Poet",28-DEC-09,5:15+6:30 p.m.,,,,
E006,317,2009,Special Event,,Cole Swensen: A Bilingual Poetry Reading,28-DEC-09,5:15+6:30 p.m.,,,,
E005,549,2009,Special Event,,Curtis Meets the Kwakwaka'wakw: _In the Land of the Headhunters_ (1914),29-DEC-09,5:15+6:30 p.m.,,,,
D069B,225,2009,Division,,Carlos III y el devenir de la cultura española,28-DEC-09,12:00 noon+1:15 p.m.,Eighteenth- and Nineteenth-Century Spanish Literature,Spanish Literature,Eighteenth and Nineteenth Centuries,
D061C,377,2009,Division,,Sites of the Aesthetic: Between the Real and the Spectacle,29-DEC-09,8:30+9:45 a.m.,Twentieth-Century German Literature,German Literature,Twentieth Century,
M037A,411,2009,MLA Organization,,"""Disabled and Not Disabled"": Jurisdictional Subjectivities",29-DEC-09,10:15+11:30 a.m.,Committee on Disability Issues in the Profession,The Profession,General,
D051C,49,2009,Division,,Situating Translation,27-DEC-09,5:15+6:30 p.m.,French Medieval Language and Literature,French Literature,Medieval and Renaissance,
D071C,113,2009,Division,,Spaces and Places in the Early Modern Public Theater,28-DEC-09,8:30+9:45 a.m.,Sixteenth- and Seventeenth-Century Spanish Drama,Spanish Literature,Before 1700/Drama,
M005A,226,2009,MLA Organization,,Protecting Academic Freedom for Contingent Faculty Members,28-DEC-09,12:00 noon+1:15 p.m.,Committee on Academic Freedom and Professional Rights and Responsibilities,The Teaching of Language and Literature,General,
D046B,188,2009,Division,,Making Meaning: Manuscripts and Material Culture Studies,28-DEC-09,12:00 noon+1:15 p.m.,Methods of Literary Research,The Profession,Research and Bibliography,
M033B,575,2009,MLA Organization,,Gaining a Public Voice: Alternative Genres of Publication for Graduate Students,29-DEC-09,7:15+8:30 p.m.,Committee on the Status of Graduate Students in the Profession,The Profession,General,
G031,524,2009,Discussion Group,,Cuban Geographies,29-DEC-09,3:30+4:45 p.m.,,,,
D029A,12,2009,Division,,Major Romantic Writers,27-DEC-09,3:30+4:45 p.m.,the English Romantic Period,British Literature,Nineteenth Century/Romantics,
D005B,114,2009,Division,,Translating Numbers,28-DEC-09,8:30+9:45 a.m.,Comparative Studies in Eighteenth-Century Literature,Comparative Literature,Eighteenth and Nineteenth Centuries,
D037A,115,2009,Division,,Regarding the Enemy,28-DEC-09,8:30+9:45 a.m.,Philosophical Approaches to Literature,General Literature,Literary Criticism and Theory,
D034C,457,2009,Division,,Sequential Art,29-DEC-09,12:00 noon+1:15 p.m.,European Literary Relations,General Literature,Literary Relations,
D076B,650,2009,Division,,Reading Race in the Obama Era,30-DEC-09,10:15+11:30 a.m.,Black American Literature and Culture,American Literature,General/Black,
D066A,20,2009,Division,,The Russian Classics in English Translation,27-DEC-09,3:30+4:45 p.m.,,,,
D041B,627,2009,Division,,Media and Conflict,30-DEC-09,8:30+9:45 a.m.,Literature and Other Arts,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
